run_accession	biosample	subject_id	hiv_group	repeat_status	mapping_status	analysis_eligible
SRR24785301	SAMN35536809	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785300	SAMN35536810	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785298	SAMN35536811	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785297	SAMN35536812	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785296	SAMN35536813	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785295	SAMN35536814	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785294	SAMN35536815	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785293	SAMN35536816	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785292	SAMN35536817	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785291	SAMN35536818	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785290	SAMN35536819	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785289	SAMN35536820	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785287	SAMN35536821	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785286	SAMN35536822	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785285	SAMN35536823	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785284	SAMN35536824	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785283	SAMN35536825	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785282	SAMN35536826	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785281	SAMN35536827	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785278	SAMN35536830	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785280	SAMN35536828	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785279	SAMN35536829	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785274	SAMN35536833	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785276	SAMN35536831	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785273	SAMN35536834	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785275	SAMN35536832	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785272	SAMN35536835	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785271	SAMN35536836	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785270	SAMN35536837	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785269	SAMN35536838	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785268	SAMN35536839	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785267	SAMN35536840	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785265	SAMN35536841	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785264	SAMN35536842	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785263	SAMN35536843	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785262	SAMN35536844	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785256	SAMN35536850	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785253	SAMN35536851	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785261	SAMN35536845	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785260	SAMN35536846	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785259	SAMN35536847	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785258	SAMN35536848	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785257	SAMN35536849	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785252	SAMN35536852	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785251	SAMN35536853	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785250	SAMN35536854	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785249	SAMN35536855	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785248	SAMN35536856	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785247	SAMN35536857	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785246	SAMN35536858	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785242	SAMN35536861	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785245	SAMN35536859	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785244	SAMN35536860	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785241	SAMN35536862	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785240	SAMN35536863	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785239	SAMN35536864	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785238	SAMN35536865	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785237	SAMN35536866	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785236	SAMN35536867	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785235	SAMN35536868	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785234	SAMN35536869	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785233	SAMN35536870	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785087	SAMN35536871	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785086	SAMN35536872	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785085	SAMN35536873	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785084	SAMN35536874	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785083	SAMN35536875	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785082	SAMN35536876	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785081	SAMN35536877	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785080	SAMN35536878	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785079	SAMN35536879	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785078	SAMN35536880	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785076	SAMN35536881	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785075	SAMN35536882	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785074	SAMN35536883	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785073	SAMN35536884	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785072	SAMN35536885	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785071	SAMN35536886	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785070	SAMN35536887	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785069	SAMN35536888	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785068	SAMN35536889	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785067	SAMN35536890	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785065	SAMN35536891	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785064	SAMN35536892	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785063	SAMN35536893	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785062	SAMN35536894	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785061	SAMN35536895	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785060	SAMN35536896	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785059	SAMN35536897	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785058	SAMN35536898	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785057	SAMN35536899	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785054	SAMN35536901	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785056	SAMN35536900	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785338	SAMN35536905	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785053	SAMN35536902	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785052	SAMN35536903	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785339	SAMN35536904	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785335	SAMN35536908	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785334	SAMN35536909	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785337	SAMN35536906	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785333	SAMN35536910	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785336	SAMN35536907	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785331	SAMN35536911	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785330	SAMN35536912	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785329	SAMN35536913	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785328	SAMN35536914	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785327	SAMN35536915	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785326	SAMN35536916	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785325	SAMN35536917	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785324	SAMN35536918	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785323	SAMN35536919	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785322	SAMN35536920	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785320	SAMN35536921	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785319	SAMN35536922	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785318	SAMN35536923	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785317	SAMN35536924	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785316	SAMN35536925	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785315	SAMN35536926	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785314	SAMN35536927	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785313	SAMN35536928	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785312	SAMN35536929	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785311	SAMN35536930	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785309	SAMN35536931	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785308	SAMN35536932	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785307	SAMN35536933	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785306	SAMN35536934	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785305	SAMN35536935	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784795	SAMN35536937	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785304	SAMN35536936	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784794	SAMN35536938	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784790	SAMN35536941	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784789	SAMN35536942	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784793	SAMN35536939	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784792	SAMN35536940	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784783	SAMN35536948	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784788	SAMN35536943	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784787	SAMN35536944	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784786	SAMN35536945	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784785	SAMN35536946	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784784	SAMN35536947	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784782	SAMN35536949	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784775	SAMN35536954	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784781	SAMN35536950	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784778	SAMN35536951	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784777	SAMN35536952	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784776	SAMN35536953	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784771	SAMN35536958	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784774	SAMN35536955	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784773	SAMN35536956	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784772	SAMN35536957	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784770	SAMN35536959	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784769	SAMN35536960	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784767	SAMN35536961	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784869	SAMN35536274	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785066	SAMN35536315	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785012	SAMN35536351	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785155	SAMN35536281	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784963	SAMN35536396	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784966	SAMN35536393	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784965	SAMN35536394	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784964	SAMN35536395	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785133	SAMN35536283	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785144	SAMN35536282	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784731	SAMN35536349	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784729	SAMN35536350	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785321	SAMN35536318	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785055	SAMN35536316	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785310	SAMN35536319	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785332	SAMN35536317	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785013	SAMN35536261	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785002	SAMN35536262	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784969	SAMN35536265	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784991	SAMN35536263	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784740	SAMN35536260	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784958	SAMN35536266	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784980	SAMN35536264	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784751	SAMN35536259	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785030	SAMN35536302	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784742	SAMN35536339	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784741	SAMN35536340	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784749	SAMN35536332	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784947	SAMN35536267	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784678	SAMN35536295	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784994	SAMN35536368	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785019	SAMN35536303	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784995	SAMN35536367	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784987	SAMN35536374	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785299	SAMN35536307	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784700	SAMN35536306	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784722	SAMN35536304	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784711	SAMN35536305	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784746	SAMN35536335	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785000	SAMN35536362	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784744	SAMN35536337	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785001	SAMN35536361	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784953	SAMN35536405	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785243	SAMN35536312	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784974	SAMN35536386	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784981	SAMN35536380	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785232	SAMN35536313	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785277	SAMN35536309	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784735	SAMN35536345	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784750	SAMN35536331	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784985	SAMN35536376	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785008	SAMN35536355	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
