run_accession	experiment_accession	ena_biosample	secondary_sample	ngdc_biosample	submitted_sample_name	subject_id	published_group	group_evidence	specimen	site	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	host_depletion_provenance	pilot_biological_eligibility
DRR770635	DRX749613	SAMD01673379	DRS538190	SAMC5008484	BALF_022	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	37751870	f549d1de2c44215262bb4cc0fb825f65	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770635/DRR770635.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770661	DRX749639	SAMD01673405	DRS538216	SAMC5008510	BALF_048	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	89666331	75af1fe320fbbd8cbd7c2fa7b3893651	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770661/DRR770661.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770637	DRX749615	SAMD01673381	DRS538192	SAMC5008486	BALF_024	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	41636700	fe68e20c242409a122eba027edc1ca8a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770637/DRR770637.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770641	DRX749619	SAMD01673385	DRS538196	SAMC5008490	BALF_028	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	44298991	5d0056b0b40ef627291748e48e51d0eb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770641/DRR770641.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770664	DRX749642	SAMD01673408	DRS538219	SAMC5008513	BALF_051	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	37998671	aefdc0557a90ee4bc078c173d228d522	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770664/DRR770664.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770654	DRX749632	SAMD01673398	DRS538209	SAMC5008503	BALF_041	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	115547534	028e58ad3f86effb9477eae93d0181ba	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770654/DRR770654.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770670	DRX749648	SAMD01673414	DRS538225	SAMC5008519	BALF_057	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	61560436	163a6743b0f5f7b33f576522af37399c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770670/DRR770670.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770659	DRX749637	SAMD01673403	DRS538214	SAMC5008508	BALF_046	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	16026256	dea19700c175116cbfa2a84b9963b59a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770659/DRR770659.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770671	DRX749649	SAMD01673415	DRS538226	SAMC5008520	BALF_058	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	2416657	2e0b9414b4ca007f59b163b816068e43	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770671/DRR770671.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770663	DRX749641	SAMD01673407	DRS538218	SAMC5008512	BALF_050	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	15161258	9ba657150e9e5ec66a828f363c07276e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770663/DRR770663.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770674	DRX749652	SAMD01673418	DRS538229	SAMC5008523	BALF_061	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	70444245	da777ece7fd65d5bf72b5967d5c0a8b0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770674/DRR770674.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770665	DRX749643	SAMD01673409	DRS538220	SAMC5008514	BALF_052	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	15197510	ccb44d6a6439669735363d2cdc0d5898	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770665/DRR770665.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770675	DRX749653	SAMD01673419	DRS538230	SAMC5008524	BALF_062	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	52517522	185e58f2ea7a7a372fde5bb77d2947dc	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770675/DRR770675.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770666	DRX749644	SAMD01673410	DRS538221	SAMC5008515	BALF_053	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	15868106	45b3f07627a8bc787ba3e83e6d1ee870	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770666/DRR770666.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770678	DRX749656	SAMD01673422	DRS538233	SAMC5008527	BALF_065	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	117756391	10bd92ad8d0181257c193b5455991915	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770678/DRR770678.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770667	DRX749645	SAMD01673411	DRS538222	SAMC5008516	BALF_054	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	40894533	25f004f19eec11a0fa8d27a5bb9c10fd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770667/DRR770667.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770679	DRX749657	SAMD01673423	DRS538234	SAMC5008528	BALF_066	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	42086360	05d78be6beb0c0c48d3a82f8faa3d6be	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770679/DRR770679.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770680	DRX749658	SAMD01673424	DRS538235	SAMC5008529	BALF_067	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	53379308	ec9c60c6952766dff16d2c53a87b6e55	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770680/DRR770680.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770681	DRX749659	SAMD01673425	DRS538236	SAMC5008530	BALF_068	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	65535985	c99eca362f7d077e9b3e0be49b8dd3d5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770681/DRR770681.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770682	DRX749660	SAMD01673426	DRS538237	SAMC5008531	BALF_069	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	56714427	7c40c83c6860b5b9ada3551ebdd530b4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770682/DRR770682.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770683	DRX749661	SAMD01673427	DRS538238	SAMC5008532	BALF_070	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	37913280	ae01e992fcb8cdfbe0cbdd7a1978c27c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770683/DRR770683.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770691	DRX749669	SAMD01673435	DRS538246	SAMC5008540	BALF_078	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	75030089	38a71e4886413a02874a8bb7449d33e7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770691/DRR770691.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770684	DRX749662	SAMD01673428	DRS538239	SAMC5008533	BALF_071	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	135905305	0231584180719a4079c0b530b5b24380	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770684/DRR770684.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770692	DRX749670	SAMD01673436	DRS538247	SAMC5008541	BALF_079	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	30528091	0d26c50cb616a4470b4f00c31573028c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770692/DRR770692.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770689	DRX749667	SAMD01673433	DRS538244	SAMC5008538	BALF_076	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	26185644	5b116a1d2c7200550fe3aec43c2ce5bb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770689/DRR770689.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770694	DRX749672	SAMD01673438	DRS538249	SAMC5008543	BALF_081	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	18603418	b39d472eb53d28e50f41ee6c86a8593a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770694/DRR770694.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770696	DRX749674	SAMD01673440	DRS538251	SAMC5008545	BALF_083	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	19627476	5ea054117da5f4a3a480593ce7eebe8c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770696/DRR770696.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770695	DRX749673	SAMD01673439	DRS538250	SAMC5008544	BALF_082	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	256294833	61c86d1ec8dae148fb4dc44691795337	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770695/DRR770695.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770699	DRX749677	SAMD01673443	DRS538254	SAMC5008548	BALF_086	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	71358648	1d71864b01f7acb5f47a294d880e323b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770699/DRR770699.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770700	DRX749678	SAMD01673444	DRS538255	SAMC5008549	BALF_087	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	47320941	8bad45eff1024c28ecfc438591219c08	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770700/DRR770700.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770702	DRX749680	SAMD01673446	DRS538257	SAMC5008551	BALF_089	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	18616622	87ca3ac4d8172457092d872cfffc4f62	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770702/DRR770702.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770704	DRX749682	SAMD01673448	DRS538259	SAMC5008553	BALF_091	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	111910069	26e61344812b50ca3435a42e8adef4da	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770704/DRR770704.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770703	DRX749681	SAMD01673447	DRS538258	SAMC5008552	BALF_090	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	87040408	2c822ee8cb3cd31df06e1214f8310943	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770703/DRR770703.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770705	DRX749683	SAMD01673449	DRS538260	SAMC5008554	BALF_092	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	42181720	e1ff7b1300965f8272b6efb8fa1abca1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770705/DRR770705.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770707	DRX749685	SAMD01673451	DRS538262	SAMC5008556	BALF_094	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	7067701	d7372fdf0fce4d5d64e681a6cf75e21a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770707/DRR770707.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770710	DRX749688	SAMD01673454	DRS538265	SAMC5008559	BALF_097	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	26904189	3522a9d435306239101860ba7cc9c8a6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770710/DRR770710.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770706	DRX749684	SAMD01673450	DRS538261	SAMC5008555	BALF_093	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	61924616	074934ae9c3b4a2fb81511c5b3e59c09	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770706/DRR770706.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770713	DRX749691	SAMD01673457	DRS538268	SAMC5008562	BALF_100	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	52462520	4ac9cade3b8eda91c98fb448b63a6f47	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770713/DRR770713.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770709	DRX749687	SAMD01673453	DRS538264	SAMC5008558	BALF_096	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	327224659	a794bd1728de46439c39c6e77ad7bfc7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770709/DRR770709.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770716	DRX749694	SAMD01673460	DRS538271	SAMC5008565	BALF_103	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	31693227	8198f3f59eec03e131edd4d5c61d8693	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770716/DRR770716.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770711	DRX749689	SAMD01673455	DRS538266	SAMC5008560	BALF_098	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	123318090	6791402ec8be2cbb5edbd54314f6e74e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770711/DRR770711.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770717	DRX749695	SAMD01673461	DRS538272	SAMC5008566	BALF_104	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	13835980	06b378d37d44d3a22e9dabe39d4876f8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770717/DRR770717.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770714	DRX749692	SAMD01673458	DRS538269	SAMC5008563	BALF_101	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	41350116	5e7b781c37dee04b031ce2b1e0034951	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770714/DRR770714.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770720	DRX749698	SAMD01673464	DRS538275	SAMC5008569	BALF_107	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	53461653	71ce35e842b0768aaff01207092acc3d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770720/DRR770720.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770719	DRX749697	SAMD01673463	DRS538274	SAMC5008568	BALF_106	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	44943492	abeeddc362a5b42265ee6e0897929ab2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770719/DRR770719.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770723	DRX749701	SAMD01673467	DRS538278	SAMC5008572	BALF_110	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	14599289	5d16695da120a4be4357233823808015	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770723/DRR770723.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770721	DRX749699	SAMD01673465	DRS538276	SAMC5008570	BALF_108	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	151019881	4379c48cc4cd264ac31b9491bce3b308	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770721/DRR770721.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770726	DRX749704	SAMD01673470	DRS538281	SAMC5008575	BALF_113	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	137278884	652b2bd3d7058ec20cbd27142fdfe84c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770726/DRR770726.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770727	DRX749705	SAMD01673471	DRS538282	SAMC5008576	BALF_114	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	14261526	b2bed66040a7718babcfafd3ab5ff774	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770727/DRR770727.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770724	DRX749702	SAMD01673468	DRS538279	SAMC5008573	BALF_111	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	168835494	7064a93ae674f71a2f107ab589091fe6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770724/DRR770724.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770731	DRX749709	SAMD01673475	DRS538286	SAMC5008580	BALF_118	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	85250766	1ca4ca1eecf6546ff88cdda0b61629ea	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770731/DRR770731.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770733	DRX749711	SAMD01673477	DRS538288	SAMC5008582	BALF_120	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	131153966	3c59f3efd5c3a58b86d73108e1b42b33	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770733/DRR770733.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770725	DRX749703	SAMD01673469	DRS538280	SAMC5008574	BALF_112	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	7164493	55f009436ab1fa361352ba8f66a4a65e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770725/DRR770725.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770740	DRX749718	SAMD01673484	DRS538295	SAMC5008589	BALF_127	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	62599513	2bdaa019833fabc87edee33b792528e6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770740/DRR770740.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770730	DRX749708	SAMD01673474	DRS538285	SAMC5008579	BALF_117	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	30593515	81a01ba680cedc24d338a203ca7aa48c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770730/DRR770730.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770741	DRX749719	SAMD01673485	DRS538296	SAMC5008590	BALF_128	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	61174734	6ee7310b13a21e32fac577cb738d3665	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770741/DRR770741.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
