diagnosis	species	context	group_detected	group_total	group_detect_rate	rest_detected	rest_total	rest_detect_rate	detect_rate_delta	group_median_fraction	rest_median_fraction	median_fraction_delta	fisher_p	bh_fdr	priority_score
Bacterial infection	Acinetobacter sp. NyZ410	other_taxon	5	114	0.04386	9	286	0.03147	0.01239	0.00000000	0.00000000	0.00000000	0.552991	1	0.12390
Bacterial infection	Corynebacterium kefirresidentii	other_taxon	5	114	0.04386	9	286	0.03147	0.01239	0.00000000	0.00000000	0.00000000	0.552991	1	0.12390
Bacterial infection	Staphylococcus warneri	other_taxon	5	114	0.04386	9	286	0.03147	0.01239	0.00000000	0.00000000	0.00000000	0.552991	1	0.12390
Bacterial infection	Kingella denitrificans	other_taxon	3	114	0.02632	4	286	0.01399	0.01233	0.00000000	0.00000000	0.00000000	0.411882	1	0.12330
Bacterial infection	Ralstonia mannitolilytica	other_taxon	3	114	0.02632	4	286	0.01399	0.01233	0.00000000	0.00000000	0.00000000	0.411882	1	0.12330
Bacterial infection	Treponema sp. OMZ 857	other_taxon	3	114	0.02632	4	286	0.01399	0.01233	0.00000000	0.00000000	0.00000000	0.411882	1	0.12330
Bacterial infection	Schaalia odontolytica	other_taxon	16	114	0.14035	37	286	0.12937	0.01098	0.00000000	0.00000000	0.00000000	0.746641	1	0.10980
Bacterial infection	Prevotella sp. oral taxon 475	other_taxon	6	114	0.05263	12	286	0.04196	0.01067	0.00000000	0.00000000	0.00000000	0.603278	1	0.10670
Bacterial infection	Acinetobacter junii	other_taxon	4	114	0.03509	7	286	0.02448	0.01061	0.00000000	0.00000000	0.00000000	0.516794	1	0.10610
Bacterial infection	Corynebacterium tuberculostearicum	other_taxon	4	114	0.03509	7	286	0.02448	0.01061	0.00000000	0.00000000	0.00000000	0.516794	1	0.10610
Bacterial infection	Abyssicoccus albus	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Actinomyces sp. oral taxon 171	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Burkholderia stagnalis	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Cloacibacterium caeni	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Cutibacterium granulosum	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Desulfomicrobium orale	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Desulfovibrio sp. G11	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Fusobacterium necrophorum	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Hydrogenophilus thermoluteolus	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Kingella oralis	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Klebsiella variicola	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Leptotrichia hofstadii	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Leptotrichia sp. oral taxon 498	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Neisseria animalis	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Neisseria brasiliensis	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Neisseria sp. KEM232	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Neisseria weixii	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Paracoccus sp. Arc7-R13	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Prevotella herbatica	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Psychrobacter sanguinis	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Salmonella enterica	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Schlegelella aquatica	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Selenomonas timonae	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Serratia marcescens	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Sphingobium yanoikuyae	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Staphylococcus pasteuri	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Streptococcus milleri	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Streptococcus pseudoporcinus	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Treponema sp. OMZ 906	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Uruburuella suis	other_taxon	2	114	0.01754	2	286	0.00699	0.01055	0.00000000	0.00000000	0.00000000	0.321629	1	0.10550
Bacterial infection	Tannerella serpentiformis	other_taxon	7	114	0.06140	15	286	0.05245	0.00896	0.00000000	0.00000000	0.00000000	0.808348	1	0.08960
Bacterial infection	Chryseobacterium manosquense	other_taxon	5	114	0.04386	10	286	0.03497	0.00889	0.00000000	0.00000000	0.00000000	0.771109	1	0.08890
Bacterial infection	Aggregatibacter sp. Marseille-P9115	other_taxon	3	114	0.02632	5	286	0.01748	0.00883	0.00000000	0.00000000	0.00000000	0.693433	1	0.08830
Bacterial infection	Selenomonas sp. oral taxon 126	other_taxon	3	114	0.02632	5	286	0.01748	0.00883	0.00000000	0.00000000	0.00000000	0.693433	1	0.08830
Bacterial infection	Streptococcus mutans	other_taxon	3	114	0.02632	5	286	0.01748	0.00883	0.00000000	0.00000000	0.00000000	0.693433	1	0.08830
Bacterial infection	Streptococcus thermophilus	other_taxon	3	114	0.02632	5	286	0.01748	0.00883	0.00000000	0.00000000	0.00000000	0.693433	1	0.08830
Bacterial infection	Staphylococcus hominis	other_taxon	10	114	0.08772	23	286	0.08042	0.00730	0.00000000	0.00000000	0.00000000	0.841199	1	0.07300
Bacterial infection	Capnocytophaga sp. oral taxon 878	other_taxon	4	114	0.03509	8	286	0.02797	0.00712	0.00000000	0.00000000	0.00000000	0.748037	1	0.07120
Bacterial infection	Fusobacterium hwasookii	other_taxon	4	114	0.03509	8	286	0.02797	0.00712	0.00000000	0.00000000	0.00000000	0.748037	1	0.07120
Bacterial infection	Sphingomonas paucimobilis	other_taxon	4	114	0.03509	8	286	0.02797	0.00712	0.00000000	0.00000000	0.00000000	0.748037	1	0.07120
Bacterial infection	Burkholderia ubonensis	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Capsicum annuum	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Corynebacterium striatum	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Cutibacterium modestum	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Deinococcus wulumuqiensis	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Eikenella exigua	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Epilithonimonas vandammei	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Leptotrichia buccalis	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Leptotrichia shahii	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Rhizobium oryzihabitans	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Selenomonas sp. oral taxon 478	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Selenomonas sp. oral taxon 920	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Stutzerimonas stutzeri	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Tropheryma whipplei	other_taxon	2	114	0.01754	3	286	0.01049	0.00705	0.00000000	0.00000000	0.00000000	0.626071	1	0.07050
Bacterial infection	Prevotella sp. oral taxon 299	other_taxon	11	114	0.09649	26	286	0.09091	0.00558	0.00000000	0.00000000	0.00000000	0.849966	1	0.05580
Bacterial infection	Neisseria elongata	other_taxon	7	114	0.06140	16	286	0.05594	0.00546	0.00000000	0.00000000	0.00000000	0.81479	1	0.05460
Bacterial infection	Actinomyces sp. oral taxon 414	other_taxon	5	114	0.04386	11	286	0.03846	0.00540	0.00000000	0.00000000	0.00000000	0.782008	1	0.05400
Bacterial infection	Streptococcus sp. NPS 308	other_taxon	5	114	0.04386	11	286	0.03846	0.00540	0.00000000	0.00000000	0.00000000	0.782008	1	0.05400
Bacterial infection	Candidatus Minimicrobia vallesae	other_taxon	3	114	0.02632	6	286	0.02098	0.00534	0.00000000	0.00000000	0.00000000	0.718459	1	0.05340
Bacterial infection	Neisseria lactamica	other_taxon	3	114	0.02632	6	286	0.02098	0.00534	0.00000000	0.00000000	0.00000000	0.718459	1	0.05340
Bacterial infection	Ralstonia insidiosa	other_taxon	3	114	0.02632	6	286	0.02098	0.00534	0.00000000	0.00000000	0.00000000	0.718459	1	0.05340
Bacterial infection	Prevotella jejuni	oral_respiratory_commensal_context	22	114	0.19298	54	286	0.18881	0.00417	0.00000000	0.00000000	0.00000000	1	1	0.04170
Bacterial infection	Gemella haemolysans	other_taxon	14	114	0.12281	34	286	0.11888	0.00393	0.00000000	0.00000000	0.00000000	1	1	0.03930
Bacterial infection	Veillonella nakazawae	other_taxon	8	114	0.07018	19	286	0.06643	0.00374	0.00000000	0.00000000	0.00000000	1	1	0.03740
Bacterial infection	Corynebacterium propinquum	other_taxon	4	114	0.03509	9	286	0.03147	0.00362	0.00000000	0.00000000	0.00000000	1	1	0.03620
Bacterial infection	Acinetobacter sp. MYb10	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Corynebacterium jeikeium	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Fretibacterium fastidiosum	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Human betaherpesvirus 5	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Lactuca sativa	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Methylotenera versatilis	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Porphyromonas somerae	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Schaalia meyeri	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Sphingomonas sp. LK11	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Staphylococcus cohnii	other_taxon	2	114	0.01754	4	286	0.01399	0.00356	0.00000000	0.00000000	0.00000000	1	1	0.03560
Bacterial infection	Moraxella osloensis	other_taxon	11	114	0.09649	27	286	0.09441	0.00209	0.00000000	0.00000000	0.00000000	1	1	0.02090
Bacterial infection	Cucurbita pepo	background_or_low_specificity	7	114	0.06140	17	286	0.05944	0.00196	0.00000000	0.00000000	0.00000000	1	1	0.01960
Bacterial infection	Cupriavidus sp. EM10	other_taxon	7	114	0.06140	17	286	0.05944	0.00196	0.00000000	0.00000000	0.00000000	1	1	0.01960
Bacterial infection	Actinomyces naeslundii	other_taxon	3	114	0.02632	7	286	0.02448	0.00184	0.00000000	0.00000000	0.00000000	1	1	0.01840
Bacterial infection	Actinomyces oris	other_taxon	3	114	0.02632	7	286	0.02448	0.00184	0.00000000	0.00000000	0.00000000	1	1	0.01840
Bacterial infection	Staphylococcus capitis	other_taxon	3	114	0.02632	7	286	0.02448	0.00184	0.00000000	0.00000000	0.00000000	1	1	0.01840
Bacterial infection	Acidovorax sp. JMULE5	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Acinetobacter bereziniae	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Aquabacterium olei	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Arachnia rubra	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Bacteroides xylanisolvens	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Bartonella krasnovii	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Campylobacter curvus	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Capnocytophaga sp. oral taxon 323	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Chryseobacterium taklimakanense	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Corynebacterium diphtheriae	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Cupriavidus necator	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Cupriavidus sp. USMAA2-4	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Empedobacter falsenii	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Human betaherpesvirus 7	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Ideonella dechloratans	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Lactobacillus iners	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Leptotrichia sp. oral taxon 847	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Methylobacterium organophilum	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Methylobacterium phyllosphaerae	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Methylotenera mobilis	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Neisseria wadsworthii	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Paracoccus marcusii	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Parascardovia denticolens	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Phocaeicola vulgatus	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Prevotella sp. Rep29	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Pseudomonas wenzhouensis	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Pseudoprevotella muciniphila	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Ralstonia sp. 56D2	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Streptococcus agalactiae	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Streptococcus pyogenes	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Treponema sp. OMZ 803	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Uruburuella testudinis	other_taxon	1	114	0.00877	2	286	0.00699	0.00178	0.00000000	0.00000000	0.00000000	1	1	0.01780
Bacterial infection	Veillonella dispar	other_taxon	10	114	0.08772	25	286	0.08741	0.00031	0.00000000	0.00000000	0.00000000	1	1	0.00310
Bacterial infection	Actinomyces pacaensis	other_taxon	6	114	0.05263	15	286	0.05245	0.00018	0.00000000	0.00000000	0.00000000	1	1	0.00180
Bacterial infection	Leptotrichia wadei	other_taxon	6	114	0.05263	15	286	0.05245	0.00018	0.00000000	0.00000000	0.00000000	1	1	0.00180
Bacterial infection	Streptococcus lactarius	other_taxon	4	114	0.03509	10	286	0.03497	0.00012	0.00000000	0.00000000	0.00000000	1	1	0.00120
Bacterial infection	Enterococcus faecium	other_taxon	2	114	0.01754	5	286	0.01748	0.00006	0.00000000	0.00000000	0.00000000	1	1	0.00060
Bacterial infection	Kocuria palustris	other_taxon	2	114	0.01754	5	286	0.01748	0.00006	0.00000000	0.00000000	0.00000000	1	1	0.00060
Bacterial infection	Leptotrichia trevisanii	other_taxon	2	114	0.01754	5	286	0.01748	0.00006	0.00000000	0.00000000	0.00000000	1	1	0.00060
Bacterial infection	Neisseria cinerea	other_taxon	2	114	0.01754	5	286	0.01748	0.00006	0.00000000	0.00000000	0.00000000	1	1	0.00060
Bacterial infection	Streptococcus sp. oral taxon 064	other_taxon	2	114	0.01754	5	286	0.01748	0.00006	0.00000000	0.00000000	0.00000000	1	1	0.00060
Bacterial infection	Homo sapiens	background_or_low_specificity	114	114	1.00000	286	286	1.00000	0.00000	0.25493000	0.29741500	-0.04248500	1	1	25.49300
Bacterial infection	Toxoplasma gondii	background_or_low_specificity	114	114	1.00000	286	286	1.00000	0.00000	0.19731500	0.21213500	-0.01482000	1	1	19.73150
Bacterial infection	Propionibacterium acidifaciens	other_taxon	3	114	0.02632	8	286	0.02797	-0.00166	0.00000000	0.00000000	0.00000000	1	1	-0.01660
Bacterial infection	Actinomyces sp. oral taxon 169	other_taxon	1	114	0.00877	3	286	0.01049	-0.00172	0.00000000	0.00000000	0.00000000	1	1	-0.01720
Bacterial infection	Agrobacterium tumefaciens	other_taxon	1	114	0.00877	3	286	0.01049	-0.00172	0.00000000	0.00000000	0.00000000	1	1	-0.01720
Bacterial infection	Bergeyella cardium	other_taxon	1	114	0.00877	3	286	0.01049	-0.00172	0.00000000	0.00000000	0.00000000	1	1	-0.01720
Bacterial infection	Brevibacterium casei	other_taxon	1	114	0.00877	3	286	0.01049	-0.00172	0.00000000	0.00000000	0.00000000	1	1	-0.01720
